,ensembl_gene_id,hgnc_symbol,gene_biotype,external_gene_name
50677,ENSG00000090097,PCBP4,protein_coding,PCBP4
50678,ENSG00000160883,HK3,protein_coding,HK3
50679,ENSG00000169340,PDILT,protein_coding,PDILT
50680,ENSG00000177675,CD163L1,protein_coding,CD163L1
50681,ENSG00000263237,,lncRNA,
50682,ENSG00000165516,KLHDC2,protein_coding,KLHDC2
50683,ENSG00000183549,ACSM5,protein_coding,ACSM5
50684,ENSG00000116747,RO60,protein_coding,RO60
50685,ENSG00000177971,IMP3,protein_coding,IMP3
50686,ENSG00000214575,CPEB1,protein_coding,CPEB1
50687,ENSG00000123992,DNPEP,protein_coding,DNPEP
50688,ENSG00000127419,TMEM175,protein_coding,TMEM175
50689,ENSG00000087206,UIMC1,protein_coding,UIMC1
50690,ENSG00000262995,,lncRNA,
50691,ENSG00000183747,ACSM2A,protein_coding,ACSM2A
50692,ENSG00000108684,ASIC2,protein_coding,ASIC2
50693,ENSG00000235020,,lncRNA,
50694,ENSG00000117877,POLR1G,protein_coding,POLR1G
50695,ENSG00000240291,,lncRNA,
50696,ENSG00000225527,,lncRNA,
50697,ENSG00000241058,NSUN6,protein_coding,NSUN6
50698,ENSG00000111783,RFX4,protein_coding,RFX4
50699,ENSG00000104884,ERCC2,protein_coding,ERCC2
50700,ENSG00000206875,RNU6-761P,snRNA,RNU6-761P
50701,ENSG00000223946,,lncRNA,
50702,ENSG00000230062,ANKRD66,protein_coding,ANKRD66
50703,ENSG00000249853,HS3ST5,protein_coding,HS3ST5
50704,ENSG00000001167,NFYA,protein_coding,NFYA
50705,ENSG00000165997,ARL5B,protein_coding,ARL5B
50706,ENSG00000234244,,lncRNA,
50707,ENSG00000225509,AIFM1P1,processed_pseudogene,AIFM1P1
50708,ENSG00000113761,ZNF346,protein_coding,ZNF346
50709,ENSG00000108788,MLX,protein_coding,MLX
50710,ENSG00000158406,H4C8,protein_coding,H4C8
50711,ENSG00000150275,PCDH15,protein_coding,PCDH15
50712,ENSG00000204618,RNF39,protein_coding,RNF39
50713,ENSG00000204702,OR2J1,protein_coding,OR2J1
50714,ENSG00000288735,,lncRNA,
50715,ENSG00000204688,OR2H1,protein_coding,OR2H1
50716,ENSG00000260253,,lncRNA,
50717,ENSG00000078674,PCM1,protein_coding,PCM1
50718,ENSG00000280306,,TEC,
50719,ENSG00000008516,MMP25,protein_coding,MMP25
50720,ENSG00000204700,OR2J2,protein_coding,OR2J2
50721,ENSG00000146373,RNF217,protein_coding,RNF217
50722,ENSG00000258498,DIO3OS,lncRNA,DIO3OS
50723,ENSG00000167194,C16orf92,protein_coding,C16orf92
50724,ENSG00000251666,ZNF346-IT1,lncRNA,ZNF346-IT1
50725,ENSG00000272459,FAM193B-DT,lncRNA,FAM193B-DT
50726,ENSG00000184840,TMED9,protein_coding,TMED9
50727,ENSG00000007237,GAS7,protein_coding,GAS7
50728,ENSG00000212379,RNU6-269P,snRNA,RNU6-269P
50729,ENSG00000261078,,lncRNA,
50730,ENSG00000252271,RNU6-1110P,snRNA,RNU6-1110P
50731,ENSG00000276131,,lncRNA,
50732,ENSG00000260186,LINC02137,lncRNA,LINC02137
50733,ENSG00000200556,RNU6-103P,snRNA,RNU6-103P
50734,ENSG00000103037,SETD6,protein_coding,SETD6
50735,ENSG00000118729,CASQ2,protein_coding,CASQ2
50736,ENSG00000080815,PSEN1,protein_coding,PSEN1
50737,ENSG00000134207,SYT6,protein_coding,SYT6
50738,ENSG00000027847,B4GALT7,protein_coding,B4GALT7
50739,ENSG00000229474,PATL2,protein_coding,PATL2
50740,ENSG00000204580,DDR1,protein_coding,DDR1
50741,ENSG00000145214,DGKQ,protein_coding,DGKQ
50742,ENSG00000186815,TPCN1,protein_coding,TPCN1
50743,ENSG00000235711,ANKRD34C,protein_coding,ANKRD34C
50744,ENSG00000259917,HNRNPLP2,unprocessed_pseudogene,HNRNPLP2
50745,ENSG00000261559,FSCN1P1,processed_pseudogene,FSCN1P1
50746,ENSG00000278582,DNM1P5,unprocessed_pseudogene,DNM1P5
50747,ENSG00000215252,GOLGA8B,protein_coding,GOLGA8B
50748,ENSG00000247679,,lncRNA,
50749,ENSG00000249849,,lncRNA,
50750,ENSG00000249109,,lncRNA,
50751,ENSG00000248943,,lncRNA,
50752,ENSG00000214351,OR1X5P,unprocessed_pseudogene,OR1X5P
50753,ENSG00000249186,,lncRNA,
50754,ENSG00000250101,,lncRNA,
50755,ENSG00000249684,,lncRNA,
50756,ENSG00000280207,,lncRNA,
50757,ENSG00000125107,CNOT1,protein_coding,CNOT1
50758,ENSG00000249129,SUDS3P1,processed_pseudogene,SUDS3P1
50759,ENSG00000175325,PROP1,protein_coding,PROP1
50760,ENSG00000245281,ASAH1-AS1,lncRNA,ASAH1-AS1
50761,ENSG00000114346,ECT2,protein_coding,ECT2
50762,ENSG00000163467,TSACC,protein_coding,TSACC
50763,ENSG00000218227,,transcribed_processed_pseudogene,
50764,ENSG00000145911,N4BP3,protein_coding,N4BP3
50765,ENSG00000165066,NKX6-3,protein_coding,NKX6-3
50766,ENSG00000145916,RMND5B,protein_coding,RMND5B
50767,ENSG00000289921,,lncRNA,
50768,ENSG00000274705,MIR486-1,miRNA,MIR486-1
50769,ENSG00000283450,MIR486-2,miRNA,MIR486-2
50770,ENSG00000253389,,lncRNA,
50771,ENSG00000289514,,lncRNA,
50772,ENSG00000207101,,misc_RNA,Y_RNA
50773,ENSG00000260588,,lncRNA,
50774,ENSG00000241834,RN7SL149P,misc_RNA,RN7SL149P
50775,ENSG00000248498,ASNSP1,transcribed_unprocessed_pseudogene,ASNSP1
50776,ENSG00000290398,,lncRNA,ASNSP1
50777,ENSG00000145217,SLC26A1,protein_coding,SLC26A1
50778,ENSG00000185404,SP140L,protein_coding,SP140L
50779,ENSG00000243710,CFAP57,protein_coding,CFAP57
50780,ENSG00000206014,OR7E161P,transcribed_unprocessed_pseudogene,OR7E161P
50781,ENSG00000290828,,lncRNA,
50782,ENSG00000284610,,transcribed_unprocessed_pseudogene,
50783,ENSG00000290829,,lncRNA,
50784,ENSG00000255085,,transcribed_unprocessed_pseudogene,
50785,ENSG00000251521,IMPA1P1,transcribed_unprocessed_pseudogene,IMPA1P1
50786,ENSG00000290914,,lncRNA,
50787,ENSG00000253981,ALG1L13P,transcribed_unprocessed_pseudogene,ALG1L13P
50788,ENSG00000291048,,lncRNA,
50789,ENSG00000127415,IDUA,protein_coding,IDUA
50790,ENSG00000173295,FAM86B3P,transcribed_unprocessed_pseudogene,FAM86B3P
50791,ENSG00000291049,,lncRNA,FAM86B3P
50792,ENSG00000204776,IGKV1OR-3,IG_V_pseudogene,IGKV1OR-3
50793,ENSG00000237904,,processed_pseudogene,
50794,ENSG00000235893,,processed_pseudogene,
50795,ENSG00000231701,BMS1P13,unprocessed_pseudogene,BMS1P13
50796,ENSG00000279688,AQP7P3,unprocessed_pseudogene,AQP7P3
50797,ENSG00000184659,FOXD4L4,protein_coding,FOXD4L4
50798,ENSG00000196922,ZNF252P,transcribed_unprocessed_pseudogene,ZNF252P
50799,ENSG00000181404,WASHC1,protein_coding,WASHC1
50800,ENSG00000291080,ZNF252P,lncRNA,ZNF252P
50801,ENSG00000221065,MIR1233-2,miRNA,MIR1233-2
50802,ENSG00000259892,,unprocessed_pseudogene,
50803,ENSG00000252425,,snoRNA,
50804,ENSG00000261304,LINC02252,lncRNA,LINC02252
50805,ENSG00000251211,,processed_pseudogene,
50806,ENSG00000287973,,lncRNA,
50807,ENSG00000244234,GMCL2,protein_coding,GMCL2
50808,ENSG00000166529,ZSCAN21,protein_coding,ZSCAN21
50809,ENSG00000236914,LINC01852,lncRNA,LINC01852
50810,ENSG00000289390,,lncRNA,
50811,ENSG00000117395,EBNA1BP2,protein_coding,EBNA1BP2
50812,ENSG00000197451,HNRNPAB,protein_coding,HNRNPAB
50813,ENSG00000166069,TMCO5A,protein_coding,TMCO5A
50814,ENSG00000283236,,transcribed_unprocessed_pseudogene,
50815,ENSG00000268095,ZNF649-AS1,lncRNA,ZNF649-AS1
50816,ENSG00000187796,CARD9,protein_coding,CARD9
50817,ENSG00000198093,ZNF649,protein_coding,ZNF649
50818,ENSG00000127418,FGFRL1,protein_coding,FGFRL1
50819,ENSG00000273045,C2orf15,protein_coding,C2orf15
50820,ENSG00000263494,,lncRNA,
50821,ENSG00000233175,FMNL1-AS1,lncRNA,FMNL1-AS1
50822,ENSG00000029534,ANK1,protein_coding,ANK1
50823,ENSG00000267278,MAP3K14-AS1,lncRNA,MAP3K14-AS1
50824,ENSG00000164896,FASTK,protein_coding,FASTK
50825,ENSG00000163328,GPR155,protein_coding,GPR155
50826,ENSG00000283285,,unprocessed_pseudogene,
50827,ENSG00000116874,WARS2,protein_coding,WARS2
50828,ENSG00000176024,ZNF613,protein_coding,ZNF613
50829,ENSG00000184361,SPATA32,protein_coding,SPATA32
50830,ENSG00000207486,RNU6-1044P,snRNA,RNU6-1044P
50831,ENSG00000131264,CDX4,protein_coding,CDX4
50832,ENSG00000233162,MORF4L1P6,processed_pseudogene,MORF4L1P6
50833,ENSG00000269904,MAP2K4P1,transcribed_processed_pseudogene,MAP2K4P1
50834,ENSG00000250259,,lncRNA,
50835,ENSG00000065600,PACC1,protein_coding,PACC1
50836,ENSG00000251639,,processed_pseudogene,
50837,ENSG00000237475,RPL7P53,processed_pseudogene,RPL7P53
50838,ENSG00000251652,,lncRNA,
50839,ENSG00000230590,FTX,lncRNA,FTX
50840,ENSG00000256683,ZNF350,protein_coding,ZNF350
50841,ENSG00000212458,,snoRNA,
50842,ENSG00000227189,,lncRNA,
50843,ENSG00000273179,,lncRNA,
50844,ENSG00000006062,MAP3K14,protein_coding,MAP3K14
50845,ENSG00000280927,CTBP1-AS,lncRNA,CTBP1-AS
50846,ENSG00000196810,CTBP1-DT,lncRNA,CTBP1-DT
50847,ENSG00000258397,BCAR1P1,processed_pseudogene,BCAR1P1
50848,ENSG00000289701,,protein_coding,
50849,ENSG00000239471,RN7SL584P,misc_RNA,RN7SL584P
50850,ENSG00000125386,FAM193A,protein_coding,FAM193A
50851,ENSG00000258410,,lncRNA,
50852,ENSG00000230221,,processed_pseudogene,
50853,ENSG00000278935,,TEC,
50854,ENSG00000258780,BMS1P15,unprocessed_pseudogene,BMS1P15
50855,ENSG00000158169,FANCC,protein_coding,FANCC
50856,ENSG00000009780,FAM76A,protein_coding,FAM76A
50857,ENSG00000258628,RHPN2P1,unprocessed_pseudogene,RHPN2P1
50858,ENSG00000079805,DNM2,protein_coding,DNM2
50859,ENSG00000175309,PHYKPL,protein_coding,PHYKPL
50860,ENSG00000184206,GOLGA6L4,protein_coding,GOLGA6L4
50861,ENSG00000261318,DIS3L-AS1,lncRNA,DIS3L-AS1
50862,ENSG00000166938,DIS3L,protein_coding,DIS3L
50863,ENSG00000110876,SELPLG,protein_coding,SELPLG
50864,ENSG00000106331,PAX4,protein_coding,PAX4
50865,ENSG00000199953,RNA5SP443,rRNA,RNA5SP443
50866,ENSG00000267446,,lncRNA,
50867,ENSG00000267344,,lncRNA,
50868,ENSG00000123096,SSPN,protein_coding,SSPN
50869,ENSG00000213424,KRT222,protein_coding,KRT222
50870,ENSG00000224244,KRT224P,unprocessed_pseudogene,KRT224P
50871,ENSG00000167916,KRT24,protein_coding,KRT24
50872,ENSG00000110880,CORO1C,protein_coding,CORO1C
50873,ENSG00000254933,,lncRNA,
50874,ENSG00000255362,LINC02761,lncRNA,LINC02761
50875,ENSG00000204897,KRT25,protein_coding,KRT25
50876,ENSG00000137492,THAP12,protein_coding,THAP12
50877,ENSG00000171446,KRT27,protein_coding,KRT27
50878,ENSG00000197223,C1D,protein_coding,C1D
50879,ENSG00000173908,KRT28,protein_coding,KRT28
50880,ENSG00000170929,OR1M1,protein_coding,OR1M1
50881,ENSG00000198874,TYW1,protein_coding,TYW1
50882,ENSG00000179240,GVQW3,protein_coding,GVQW3
50883,ENSG00000161807,OR7G1,protein_coding,OR7G1
50884,ENSG00000275787,OR7G15P,unprocessed_pseudogene,OR7G15P
50885,ENSG00000170920,OR7G3,protein_coding,OR7G3
50886,ENSG00000023572,GLRX2,protein_coding,GLRX2
50887,ENSG00000264488,,lncRNA,
50888,ENSG00000130803,ZNF317,protein_coding,ZNF317
50889,ENSG00000186395,KRT10,protein_coding,KRT10
50890,ENSG00000201756,,misc_RNA,Y_RNA
50891,ENSG00000255266,,processed_pseudogene,
50892,ENSG00000180714,OR5AZ1P,unprocessed_pseudogene,OR5AZ1P
50893,ENSG00000254749,OR5BD1P,unprocessed_pseudogene,OR5BD1P
50894,ENSG00000254601,CYCSP26,processed_pseudogene,CYCSP26
50895,ENSG00000200817,RNU6-899P,snRNA,RNU6-899P
50896,ENSG00000254732,,protein_coding,
50897,ENSG00000265359,,lncRNA,
50898,ENSG00000187242,KRT12,protein_coding,KRT12
50899,ENSG00000258643,BCL2L2-PABPN1,protein_coding,BCL2L2-PABPN1
50900,ENSG00000198561,CTNND1,protein_coding,CTNND1
50901,ENSG00000248791,,processed_pseudogene,
50902,ENSG00000250526,CCT6P2,processed_pseudogene,CCT6P2
50903,ENSG00000198752,CDC42BPB,protein_coding,CDC42BPB
50904,ENSG00000250182,EEF1A1P13,processed_pseudogene,EEF1A1P13
50905,ENSG00000286970,,lncRNA,
50906,ENSG00000077254,USP33,protein_coding,USP33
50907,ENSG00000171431,KRT20,protein_coding,KRT20
50908,ENSG00000249485,RBBP4P1,processed_pseudogene,RBBP4P1
50909,ENSG00000264792,MIR4637,miRNA,MIR4637
50910,ENSG00000260773,,lncRNA,
50911,ENSG00000154124,OTULIN,protein_coding,OTULIN
50912,ENSG00000075131,TIPIN,protein_coding,TIPIN
50913,ENSG00000114127,XRN1,protein_coding,XRN1
50914,ENSG00000108244,KRT23,protein_coding,KRT23
50915,ENSG00000188000,OR7D2,protein_coding,OR7D2
50916,ENSG00000267418,ELOCP29,processed_pseudogene,ELOCP29
50917,ENSG00000267775,OR7E16P,unprocessed_pseudogene,OR7E16P
50918,ENSG00000174667,OR7D4,protein_coding,OR7D4
50919,ENSG00000253801,,processed_pseudogene,
50920,ENSG00000252108,RNU6-1232P,snRNA,RNU6-1232P
50921,ENSG00000079432,CIC,protein_coding,CIC
50922,ENSG00000213864,EEF1B2P2,processed_pseudogene,EEF1B2P2
50923,ENSG00000253787,LINC02219,lncRNA,LINC02219
50924,ENSG00000251697,RN7SKP24,misc_RNA,RN7SKP24
50925,ENSG00000205143,ARID3C,protein_coding,ARID3C
50926,ENSG00000145912,NHP2,protein_coding,NHP2
50927,ENSG00000155034,FBXL18,protein_coding,FBXL18
50928,ENSG00000119408,NEK6,protein_coding,NEK6
50929,ENSG00000252712,SCARNA14,scaRNA,SCARNA14
50930,ENSG00000223271,,misc_RNA,Y_RNA
50931,ENSG00000240821,RPL9P25,processed_pseudogene,RPL9P25
50932,ENSG00000169032,MAP2K1,protein_coding,MAP2K1
50933,ENSG00000289726,,lncRNA,
50934,ENSG00000251623,,transcribed_processed_pseudogene,
50935,ENSG00000115414,FN1,protein_coding,FN1
50936,ENSG00000055130,CUL1,protein_coding,CUL1
50937,ENSG00000135077,HAVCR2,protein_coding,HAVCR2
50938,ENSG00000289840,,lncRNA,
50939,ENSG00000251393,,lncRNA,
50940,ENSG00000289844,,lncRNA,
50941,ENSG00000136315,RNASE2CP,lncRNA,RNASE2CP
50942,ENSG00000258342,,lncRNA,
50943,ENSG00000259333,,unprocessed_pseudogene,
50944,ENSG00000259384,GH1,protein_coding,GH1
50945,ENSG00000282885,,lncRNA,
50946,ENSG00000289862,,lncRNA,
50947,ENSG00000273565,,lncRNA,
50948,ENSG00000167580,AQP2,protein_coding,AQP2
50949,ENSG00000289424,,lncRNA,
50950,ENSG00000289347,,lncRNA,
50951,ENSG00000204677,FAM153CP,lncRNA,FAM153CP
50952,ENSG00000289903,,lncRNA,
50953,ENSG00000271780,,lncRNA,
50954,ENSG00000258884,LINC02321,lncRNA,LINC02321
50955,ENSG00000289918,,lncRNA,
50956,ENSG00000284959,,lncRNA,
50957,ENSG00000176871,WSB2,protein_coding,WSB2
50958,ENSG00000259687,LINC01220,lncRNA,LINC01220
50959,ENSG00000258902,,lncRNA,
50960,ENSG00000289340,,lncRNA,
50961,ENSG00000288779,,lncRNA,
50962,ENSG00000289278,,lncRNA,
50963,ENSG00000258460,,lncRNA,
50964,ENSG00000230805,,lncRNA,
50965,ENSG00000286931,,lncRNA,
50966,ENSG00000257556,LINC02298,lncRNA,LINC02298
50967,ENSG00000285947,,protein_coding,
50968,ENSG00000007314,SCN4A,protein_coding,SCN4A
50969,ENSG00000260830,,lncRNA,
50970,ENSG00000214900,LINC01588,lncRNA,LINC01588
50971,ENSG00000231549,ATP5MKP1,processed_pseudogene,ATP5MKP1
50972,ENSG00000204113,BMP2KL,processed_pseudogene,BMP2KL
50973,ENSG00000228492,RAB11FIP1P1,processed_pseudogene,RAB11FIP1P1
50974,ENSG00000271533,,lncRNA,
50975,ENSG00000202566,MIR421,miRNA,MIR421
50976,ENSG00000212027,MIR374B,miRNA,MIR374B
50977,ENSG00000283534,MIR374C,miRNA,MIR374C
50978,ENSG00000265727,RN7SL648P,misc_RNA,RN7SL648P
50979,ENSG00000278421,,misc_RNA,
50980,ENSG00000273974,,misc_RNA,
50981,ENSG00000275254,,misc_RNA,
50982,ENSG00000275625,,misc_RNA,
50983,ENSG00000207820,MIR545,miRNA,MIR545
50984,ENSG00000199168,MIR374A,miRNA,MIR374A
50985,ENSG00000277922,,misc_RNA,
50986,ENSG00000187969,ZCCHC13,protein_coding,ZCCHC13
50987,ENSG00000226515,,processed_pseudogene,
50988,ENSG00000213269,RPS6P26,processed_pseudogene,RPS6P26
50989,ENSG00000270641,TSIX,lncRNA,TSIX
50990,ENSG00000229807,XIST,lncRNA,XIST
50991,ENSG00000172572,PDE3A,protein_coding,PDE3A
50992,ENSG00000263489,,lncRNA,
50993,ENSG00000264954,PRR29-AS1,lncRNA,PRR29-AS1
50994,ENSG00000235204,,lncRNA,
50995,ENSG00000227200,,lncRNA,
50996,ENSG00000136930,PSMB7,protein_coding,PSMB7
50997,ENSG00000224383,PRR29,protein_coding,PRR29
50998,ENSG00000166289,PLEKHF1,protein_coding,PLEKHF1
50999,ENSG00000185385,OR7A17,protein_coding,OR7A17
51000,ENSG00000261102,ATP5MFP6,processed_pseudogene,ATP5MFP6
51001,ENSG00000269678,OR7A18P,unprocessed_pseudogene,OR7A18P
51002,ENSG00000243404,RPL35AP32,processed_pseudogene,RPL35AP32
51003,ENSG00000258649,,lncRNA,
51004,ENSG00000261351,,lncRNA,
51005,ENSG00000104936,DMPK,protein_coding,DMPK
51006,ENSG00000276259,,lncRNA,
51007,ENSG00000207493,SNORA46,snoRNA,SNORA46
51008,ENSG00000206952,SNORA50A,snoRNA,SNORA50A
51009,ENSG00000281910,SNORA50A,snoRNA,SNORA50A
51010,ENSG00000174446,SNAPC5,protein_coding,SNAPC5
51011,ENSG00000260865,,transcribed_processed_pseudogene,
51012,ENSG00000285774,SAMD4A-AS1,lncRNA,SAMD4A-AS1
51013,ENSG00000103042,SLC38A7,protein_coding,SLC38A7
51014,ENSG00000258743,LINC02301,lncRNA,LINC02301
51015,ENSG00000108622,ICAM2,protein_coding,ICAM2
51016,ENSG00000136931,NR5A1,protein_coding,NR5A1
51017,ENSG00000259065,MIDEAS-AS1,lncRNA,MIDEAS-AS1
51018,ENSG00000266589,MIR4512,miRNA,MIR4512
51019,ENSG00000259097,,lncRNA,
51020,ENSG00000174444,RPL4,protein_coding,RPL4
51021,ENSG00000187621,TCL6,lncRNA,TCL6
51022,ENSG00000123066,MED13L,protein_coding,MED13L
51023,ENSG00000121577,POPDC2,protein_coding,POPDC2
51024,ENSG00000231149,,lncRNA,
51025,ENSG00000175854,SWI5,protein_coding,SWI5
51026,ENSG00000291306,,transcribed_unitary_pseudogene,
51027,ENSG00000291017,,lncRNA,
51028,ENSG00000248155,,unprocessed_pseudogene,
51029,ENSG00000206738,,misc_RNA,Y_RNA
51030,ENSG00000168884,TNIP2,protein_coding,TNIP2
51031,ENSG00000138495,COX17,protein_coding,COX17
51032,ENSG00000290713,,lncRNA,
51033,ENSG00000178607,ERN1,protein_coding,ERN1
51034,ENSG00000290714,,lncRNA,
51035,ENSG00000283178,,unprocessed_pseudogene,
51036,ENSG00000134644,PUM1,protein_coding,PUM1
51037,ENSG00000269419,,processed_pseudogene,
51038,ENSG00000283599,,protein_coding,
51039,ENSG00000188039,NWD1,protein_coding,NWD1
51040,ENSG00000291310,,unprocessed_pseudogene,
51041,ENSG00000101812,H2BW2,protein_coding,H2BW2
51042,ENSG00000289979,,lncRNA,
51043,ENSG00000288044,,lncRNA,
51044,ENSG00000246084,LINC02325,lncRNA,LINC02325
51045,ENSG00000235946,H2BW3P,unprocessed_pseudogene,H2BW3P
51046,ENSG00000131724,IL13RA1,protein_coding,IL13RA1
51047,ENSG00000228142,,lncRNA,
51048,ENSG00000182150,ERCC6L2,protein_coding,ERCC6L2
51049,ENSG00000007402,CACNA2D2,protein_coding,CACNA2D2
51050,ENSG00000257285,PRMT5-DT,lncRNA,PRMT5-DT
51051,ENSG00000087266,SH3BP2,protein_coding,SH3BP2
51052,ENSG00000258526,,lncRNA,
51053,ENSG00000279889,,TEC,
51054,ENSG00000286629,,lncRNA,
51055,ENSG00000199753,SNORD104,snoRNA,SNORD104
51056,ENSG00000125166,GOT2,protein_coding,GOT2
51057,ENSG00000281311,,snoRNA,
51058,ENSG00000277887,SNORA50C,snoRNA,SNORA50C
51059,ENSG00000141526,SLC16A3,protein_coding,SLC16A3
51060,ENSG00000259070,LINC00639,lncRNA,LINC00639
51061,ENSG00000003987,MTMR7,protein_coding,MTMR7
51062,ENSG00000198898,CAPZA2,protein_coding,CAPZA2
51063,ENSG00000258733,LINC02328,lncRNA,LINC02328
51064,ENSG00000235706,DICER1-AS1,lncRNA,DICER1-AS1
51065,ENSG00000200424,RNU6-1155P,snRNA,RNU6-1155P
51066,ENSG00000244003,RN7SL143P,misc_RNA,RN7SL143P
51067,ENSG00000260451,GEMIN8P2,processed_pseudogene,GEMIN8P2
51068,ENSG00000242423,RPL12P36,processed_pseudogene,RPL12P36
51069,ENSG00000199574,SNORD18C,snoRNA,SNORD18C
51070,ENSG00000280554,,snoRNA,
51071,ENSG00000202529,SNORD18B,snoRNA,SNORD18B
51072,ENSG00000199673,SNORD16,snoRNA,SNORD16
51073,ENSG00000103479,RBL2,protein_coding,RBL2
51074,ENSG00000200623,SNORD18A,snoRNA,SNORD18A
51075,ENSG00000289137,,lncRNA,
51076,ENSG00000174442,ZWILCH,protein_coding,ZWILCH
51077,ENSG00000247092,SNHG10,lncRNA,SNHG10
51078,ENSG00000214607,ADAM24P,unprocessed_pseudogene,ADAM24P
51079,ENSG00000003989,SLC7A2,protein_coding,SLC7A2
51080,ENSG00000274015,,lncRNA,
51081,ENSG00000239182,,snoRNA,
51082,ENSG00000215256,DHRS4-AS1,lncRNA,DHRS4-AS1
51083,ENSG00000250995,TMEM30BP1,processed_pseudogene,TMEM30BP1
51084,ENSG00000262791,,lncRNA,
51085,ENSG00000282199,,lncRNA,
51086,ENSG00000101974,ATP11C,protein_coding,ATP11C
51087,ENSG00000267496,FAM215A,lncRNA,FAM215A
51088,ENSG00000267166,,unprocessed_pseudogene,
51089,ENSG00000267420,,lncRNA,
51090,ENSG00000108849,PPY,protein_coding,PPY
51091,ENSG00000289111,,lncRNA,
51092,ENSG00000289180,,lncRNA,
51093,ENSG00000258603,,lncRNA,
51094,ENSG00000289598,,lncRNA,
51095,ENSG00000288302,,lncRNA,
51096,ENSG00000258892,,lncRNA,
51097,ENSG00000258485,SRMP2,processed_pseudogene,SRMP2
51098,ENSG00000126814,TRMT5,protein_coding,TRMT5
51099,ENSG00000161653,NAGS,protein_coding,NAGS
51100,ENSG00000103494,RPGRIP1L,protein_coding,RPGRIP1L
51101,ENSG00000269799,,lncRNA,
51102,ENSG00000221829,FANCG,protein_coding,FANCG
51103,ENSG00000127511,SIN3B,protein_coding,SIN3B
51104,ENSG00000258656,,processed_pseudogene,
51105,ENSG00000206870,RNU6-398P,snRNA,RNU6-398P
51106,ENSG00000139974,SLC38A6,protein_coding,SLC38A6
51107,ENSG00000021461,CYP3A43,protein_coding,CYP3A43
51108,ENSG00000091947,TMEM101,protein_coding,TMEM101
51109,ENSG00000221044,,snoRNA,U3
51110,ENSG00000134545,KLRC1,protein_coding,KLRC1
51111,ENSG00000161654,LSM12,protein_coding,LSM12
51112,ENSG00000267638,,lncRNA,
51113,ENSG00000212446,RNU6-131P,snRNA,RNU6-131P
51114,ENSG00000125319,HROB,protein_coding,HROB
51115,ENSG00000087274,ADD1,protein_coding,ADD1
51116,ENSG00000279271,,TEC,
51117,ENSG00000280453,,TEC,
51118,ENSG00000279903,SLC7A2-IT1,TEC,SLC7A2-IT1
51119,ENSG00000279932,,lncRNA,
51120,ENSG00000104213,PDGFRL,protein_coding,PDGFRL
51121,ENSG00000161664,ASB16,protein_coding,ASB16
51122,ENSG00000277466,,unprocessed_pseudogene,
51123,ENSG00000287303,,lncRNA,
51124,ENSG00000254285,KRT8P3,processed_pseudogene,KRT8P3
51125,ENSG00000222898,RN7SKP97,misc_RNA,RN7SKP97
51126,ENSG00000264408,MIR4470,miRNA,MIR4470
51127,ENSG00000251127,,lncRNA,
51128,ENSG00000198363,ASPH,protein_coding,ASPH
51129,ENSG00000168591,TMUB2,protein_coding,TMUB2
51130,ENSG00000226397,LINC02909,lncRNA,LINC02909
51131,ENSG00000258546,CENPUP2,processed_pseudogene,CENPUP2
51132,ENSG00000258449,,lncRNA,
51133,ENSG00000276842,,lncRNA,
51134,ENSG00000118307,DNAI7,protein_coding,DNAI7
51135,ENSG00000268743,,lncRNA,
51136,ENSG00000127533,F2RL3,protein_coding,F2RL3
51137,ENSG00000275107,MIR6782,miRNA,MIR6782
51138,ENSG00000275720,,lncRNA,
51139,ENSG00000276508,,lncRNA,
51140,ENSG00000275613,,lncRNA,
51141,ENSG00000277268,LHX1-DT,lncRNA,LHX1-DT
51142,ENSG00000160111,CPAMD8,protein_coding,CPAMD8
51143,ENSG00000273706,LHX1,protein_coding,LHX1
51144,ENSG00000259471,LINC01169,lncRNA,LINC01169
51145,ENSG00000274995,,lncRNA,
51146,ENSG00000261064,LINC02256,lncRNA,LINC02256
51147,ENSG00000234829,IFNA17,protein_coding,IFNA17
51148,ENSG00000276707,,lncRNA,
51149,ENSG00000277911,,lncRNA,
51150,ENSG00000276724,,lncRNA,
51151,ENSG00000232138,IFNWP5,unprocessed_pseudogene,IFNWP5
51152,ENSG00000277589,,lncRNA,
51153,ENSG00000262728,ARHGAP11A-DT,lncRNA,ARHGAP11A-DT
51154,ENSG00000228083,IFNA14,protein_coding,IFNA14
51155,ENSG00000276326,MIR2909,miRNA,MIR2909
51156,ENSG00000277579,,lncRNA,
51157,ENSG00000224416,IFNA22P,unprocessed_pseudogene,IFNA22P
51158,ENSG00000278638,,lncRNA,
51159,ENSG00000147873,IFNA5,protein_coding,IFNA5
51160,ENSG00000277464,RN7SL286P,misc_RNA,RN7SL286P
51161,ENSG00000226393,IFNA20P,unprocessed_pseudogene,IFNA20P
51162,ENSG00000274308,,processed_pseudogene,
51163,ENSG00000198642,KLHL9,protein_coding,KLHL9
51164,ENSG00000198826,ARHGAP11A,protein_coding,ARHGAP11A
51165,ENSG00000188379,IFNA2,protein_coding,IFNA2
51166,ENSG00000182107,TMEM30B,protein_coding,TMEM30B
51167,ENSG00000275029,HMGB1P24,transcribed_processed_pseudogene,HMGB1P24
51168,ENSG00000101871,MID1,protein_coding,MID1
51169,ENSG00000276810,,processed_pseudogene,
